event_id,event_seq,shift_hour_at_event,hours_remaining_in_shift,rul_numeric,kpi_score,n_kpi_bad,recent_temp_dev_c,recent_vibration_mm_s,recent_waste_kg_last_hour,recent_oee_pct,operator_skill_level,on_hold_inventory_kg_current,action_freq_same_situation_2w,action_freq_same_situation_2m,action_success_rate_2m,status,criticality,asset_type,qc_nogo,plant,state,action_id,t_resolve_min,unplanned_downtime_remaining_shift_min,waste_kg_remaining_shift,temp_deviation_c_avg,vibration_mm_s_avg,production_goal_pct_remaining,true_efficiency_pct_remaining,consumer_complaints_expected,quality_ok_pct_remaining,operator_satisfaction_1_5,on_hold_inventory_kg_generated,weighted_kpi_impact
EV-00104,104,2,6,160.0,46.9,2,0.04,6.96,26.7,57.6,4,40.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Killingly,CT,6,5.0,12.566,116.017,0.029,5.357,68.489,69.423,0.121,98.681,4.158,58.923,0.8682
EV-00104,104,2,6,160.0,46.9,2,0.04,6.96,26.7,57.6,4,40.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Killingly,CT,7,80.206,108.609,105.305,0.016,2.784,63.78,78.704,0.264,97.808,2.084,483.564,0.7561
EV-00105,105,5,3,66.1,59.7,3,10.94,1.36,25.5,65.2,2,115.6,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Modesto,CA,1,58.65,60.604,56.5,8.418,1.235,74.515,79.584,0.613,96.186,4.265,32.321,0.834
EV-00105,105,5,3,66.1,59.7,3,10.94,1.36,25.5,65.2,2,115.6,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Modesto,CA,2,42.158,73.74,41.632,9.086,0.971,70.124,66.627,0.383,96.618,4.138,104.474,0.8201
EV-00105,105,5,3,66.1,59.7,3,10.94,1.36,25.5,65.2,2,115.6,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Modesto,CA,3,23.161,116.306,56.543,9.228,1.328,63.453,67.034,0.651,92.217,4.096,80.897,0.8039
EV-00105,105,5,3,66.1,59.7,3,10.94,1.36,25.5,65.2,2,115.6,0.0,0.5,1.0,Failure Predicted,Medium,Seasoning Train,0,Modesto,CA,4,18.93,42.095,49.746,9.814,1.307,77.493,71.131,0.693,95.807,3.014,48.187,0.8447
EV-00105,105,5,3,66.1,59.7,3,10.94,1.36,25.5,65.2,2,115.6,0.0,0.5,1.0,Failure Predicted,Medium,Seasoning Train,0,Modesto,CA,5,60.94,73.026,102.744,9.846,1.224,48.278,50.684,1.288,84.75,3.902,149.999,0.7306
EV-00105,105,5,3,66.1,59.7,3,10.94,1.36,25.5,65.2,2,115.6,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Modesto,CA,7,95.548,96.25,140.435,4.376,0.544,55.275,58.708,0.219,96.144,2.617,303.946,0.7184
EV-00106,106,6,2,861.5,60.3,0,0.44,0.35,1.6,74.2,4,112.6,0.0,0.0,0.5,Working,High,Seasoning Train,0,Modesto,CA,0,0.0,0.0,3.383,0.486,0.401,88.307,90.151,0.534,95.534,3.851,27.088,0.9489
EV-00106,106,6,2,861.5,60.3,0,0.44,0.35,1.6,74.2,4,112.6,0.0,0.0,0.5,Working,High,Seasoning Train,0,Modesto,CA,1,38.631,41.959,13.1,0.396,0.298,84.902,78.893,0.796,92.661,3.897,51.083,0.8837
EV-00106,106,6,2,861.5,60.3,0,0.44,0.35,1.6,74.2,4,112.6,0.0,0.0,0.5,Working,High,Seasoning Train,0,Modesto,CA,2,55.067,81.393,73.578,0.354,0.231,66.918,78.054,0.538,92.813,4.16,41.601,0.8315
EV-00106,106,6,2,861.5,60.3,0,0.44,0.35,1.6,74.2,4,112.6,0.0,1.0,1.0,Working,High,Seasoning Train,0,Modesto,CA,4,8.796,7.435,12.362,0.458,0.328,82.784,75.046,1.114,90.923,2.863,73.511,0.8935
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.333,1.0,Failure Predicted,Medium,Case Packer,0,Dallas,TX,1,51.736,66.131,84.026,0.053,3.338,78.487,73.63,0.81,100.0,3.717,104.686,0.8349
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.0,0.5,Failure Predicted,Medium,Case Packer,0,Dallas,TX,2,54.304,54.304,67.406,0.039,2.535,73.498,75.396,0.206,92.561,3.754,71.37,0.8358
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.0,0.5,Failure Predicted,Medium,Case Packer,0,Dallas,TX,3,10.0,48.071,61.056,0.064,4.052,60.835,73.8,0.658,94.27,4.138,146.091,0.8503
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.0,0.5,Failure Predicted,Medium,Case Packer,0,Dallas,TX,4,16.672,13.082,212.658,0.063,4.329,76.423,77.878,0.353,95.305,3.305,16.033,0.8577
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.333,1.0,Failure Predicted,Medium,Case Packer,0,Dallas,TX,5,19.349,37.002,33.26,0.035,1.428,93.113,70.058,0.0,97.169,3.372,13.361,0.8963
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.333,1.0,Failure Predicted,Medium,Case Packer,0,Dallas,TX,6,13.957,2.057,122.378,0.055,3.929,59.416,66.561,0.524,99.028,3.207,29.34,0.8409
EV-00107,107,1,7,33.7,63.2,1,0.07,4.76,33.7,71.9,4,0.0,0.0,0.0,0.5,Failure Predicted,Medium,Case Packer,0,Dallas,TX,7,92.226,92.226,167.807,0.028,1.904,65.492,67.883,0.384,99.735,2.911,329.847,0.7523
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Vancouver,WA,1,31.558,27.131,100.678,3.006,3.618,83.301,80.441,0.937,96.513,4.22,22.148,0.8736
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Vancouver,WA,2,85.279,115.516,66.558,3.219,2.404,69.18,69.7,0.419,89.71,3.397,40.134,0.7669
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Vancouver,WA,3,31.14,65.86,36.096,3.912,3.813,62.184,73.098,0.818,97.905,3.329,1.037,0.8215
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Vancouver,WA,4,16.193,29.543,87.027,4.012,3.916,76.745,82.49,0.485,98.007,3.113,29.374,0.8664
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,1.0,1.0,1.0,Failure Predicted,High,Palletizer,0,Vancouver,WA,5,20.984,32.16,42.486,2.105,1.269,85.193,88.627,0.856,97.897,4.403,90.639,0.9111
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Vancouver,WA,6,22.803,10.865,89.971,3.46,3.884,73.206,75.785,0.075,99.854,2.504,18.46,0.8521
EV-00108,108,4,4,28.8,51.2,2,4.21,4.23,36.9,61.1,4,58.8,0.0,0.0,0.5,Failure Predicted,High,Palletizer,0,Vancouver,WA,7,93.474,107.795,164.551,1.684,1.692,69.972,51.815,0.296,98.867,2.377,128.289,0.7289
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,1,46.01,58.104,6.815,0.383,4.648,76.516,65.467,0.0,99.724,3.57,46.012,0.8377
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,2,49.304,55.597,58.895,0.423,4.049,75.597,73.838,0.808,95.219,3.634,95.116,0.8322
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,3,10.0,94.796,55.476,0.465,4.353,65.971,69.992,0.0,95.203,3.643,51.173,0.8361
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.25,1.0,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,4,14.831,23.112,56.095,0.489,4.535,72.058,71.522,1.288,92.083,3.169,51.309,0.8505
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.75,1.0,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,5,38.881,44.759,31.965,0.235,1.434,87.1,84.682,0.0,90.768,3.701,9.924,0.8876
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,6,5.0,7.165,0.0,0.367,3.722,69.97,65.214,0.352,95.066,3.366,0.0,0.8738
EV-00109,109,6,2,47.4,36.1,2,0.47,4.78,22.7,50.8,4,46.2,0.0,0.0,0.5,Failure Predicted,Medium,Case Line,0,Frito-Lay-West,AZ,7,99.627,120.0,246.166,0.188,1.912,62.259,45.187,0.358,95.2,2.415,403.411,0.6842
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.333,1.0,Failure Predicted,High,Weigher,0,Topeka,KS,1,54.98,80.502,213.992,2.104,0.904,76.162,67.35,0.62,93.976,4.524,63.023,0.8122
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Topeka,KS,2,20.0,59.404,79.947,1.431,0.883,70.793,59.523,0.0,95.942,4.108,17.413,0.848
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Topeka,KS,3,34.415,74.859,45.748,1.971,0.849,82.806,59.194,0.681,97.6,3.331,33.635,0.8383
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.333,1.0,Failure Predicted,High,Weigher,0,Topeka,KS,4,12.978,45.281,386.011,1.956,1.071,78.02,66.371,0.573,94.98,3.407,45.488,0.8225
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.333,1.0,Failure Predicted,High,Weigher,0,Topeka,KS,5,73.053,73.053,73.865,2.061,0.945,51.076,42.666,1.309,88.01,2.75,92.933,0.7252
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Topeka,KS,6,5.0,16.059,282.821,1.663,0.753,61.252,78.007,0.249,96.024,2.816,13.797,0.8408
EV-00110,110,0,8,202.4,49.3,3,2.29,1.05,59.3,60.8,3,167.3,0.0,0.0,0.5,Failure Predicted,High,Weigher,0,Topeka,KS,7,91.515,122.195,214.805,0.916,0.42,70.026,47.793,0.43,96.572,2.847,407.803,0.7163
EV-00111,111,3,5,89.9,30.6,3,7.32,0.92,54.9,70.8,4,46.7,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Frito-Lay-West,AZ,1,31.433,30.827,96.672,6.722,0.68,68.655,73.476,0.591,93.581,3.628,74.526,0.8385
EV-00111,111,3,5,89.9,30.6,3,7.32,0.92,54.9,70.8,4,46.7,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Frito-Lay-West,AZ,2,63.639,130.953,32.864,3.713,0.8,62.557,65.153,0.769,88.991,3.283,95.003,0.7673
EV-00111,111,3,5,89.9,30.6,3,7.32,0.92,54.9,70.8,4,46.7,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Frito-Lay-West,AZ,3,28.759,101.869,35.102,6.937,0.8,78.271,69.894,0.541,96.268,3.533,72.807,0.8332
EV-00111,111,3,5,89.9,30.6,3,7.32,0.92,54.9,70.8,4,46.7,0.0,0.667,1.0,Failure Predicted,Medium,Fryer,0,Frito-Lay-West,AZ,4,9.082,36.909,222.831,7.214,0.897,74.092,63.487,0.798,94.613,3.599,61.487,0.8307
EV-00111,111,3,5,89.9,30.6,3,7.32,0.92,54.9,70.8,4,46.7,0.0,0.333,1.0,Failure Predicted,Medium,Fryer,0,Frito-Lay-West,AZ,5,45.743,50.802,88.473,6.588,0.828,64.265,60.246,0.891,89.931,2.226,144.502,0.7766
EV-00111,111,3,5,89.9,30.6,3,7.32,0.92,54.9,70.8,4,46.7,0.0,0.0,0.5,Failure Predicted,Medium,Fryer,0,Frito-Lay-West,AZ,7,85.365,100.86,166.744,2.928,0.368,61.753,56.65,0.017,95.59,3.014,101.549,0.7415
EV-00112,112,4,4,-1.0,23.0,3,2.04,5.42,18.9,67.8,1,125.2,0.0,0.0,0.5,Breakdown,Medium,Bag Maker,1,Topeka,KS,2,41.549,77.826,45.439,1.811,4.194,59.939,78.111,0.249,96.122,3.324,131.212,0.8125
EV-00112,112,4,4,-1.0,23.0,3,2.04,5.42,18.9,67.8,1,125.2,0.0,0.5,1.0,Breakdown,Medium,Bag Maker,1,Topeka,KS,3,33.213,106.726,77.527,1.672,5.265,68.749,67.446,0.042,95.523,3.35,5.888,0.8047
EV-00112,112,4,4,-1.0,23.0,3,2.04,5.42,18.9,67.8,1,125.2,0.0,0.5,1.0,Breakdown,Medium,Bag Maker,1,Topeka,KS,5,39.054,39.054,65.639,1.02,1.626,91.497,82.259,0.71,95.654,2.763,96.571,0.8721
EV-00112,112,4,4,-1.0,23.0,3,2.04,5.42,18.9,67.8,1,125.2,0.0,0.0,0.5,Breakdown,Medium,Bag Maker,1,Topeka,KS,7,91.893,124.833,265.404,0.816,2.168,68.049,69.609,0.46,97.71,3.407,448.56,0.7334
EV-00113,113,7,1,1072.6,79.4,1,0.89,0.33,6.3,70.4,4,5.6,0.0,0.5,1.0,Working,Medium,Seasoning Train,0,Modesto,CA,0,0.0,8.558,6.352,0.939,0.395,97.504,82.928,0.661,93.48,3.909,45.697,0.9461
EV-00113,113,7,1,1072.6,79.4,1,0.89,0.33,6.3,70.4,4,5.6,0.0,0.0,0.5,Working,Medium,Seasoning Train,0,Modesto,CA,1,38.459,48.349,11.526,0.723,0.311,81.7,77.907,0.81,93.772,3.677,64.247,0.8735
EV-00113,113,7,1,1072.6,79.4,1,0.89,0.33,6.3,70.4,4,5.6,0.0,0.0,0.5,Working,Medium,Seasoning Train,0,Modesto,CA,2,62.253,85.416,33.466,0.774,0.253,59.674,69.794,0.471,94.948,4.064,45.979,0.8103
EV-00113,113,7,1,1072.6,79.4,1,0.89,0.33,6.3,70.4,4,5.6,0.0,0.0,0.5,Working,Medium,Seasoning Train,0,Modesto,CA,3,10.0,26.327,0.0,0.734,0.313,73.527,65.928,0.237,95.293,3.387,100.275,0.8781
EV-00113,113,7,1,1072.6,79.4,1,0.89,0.33,6.3,70.4,4,5.6,0.0,0.5,1.0,Working,Medium,Seasoning Train,0,Modesto,CA,4,19.142,29.431,23.514,0.92,0.304,85.447,77.879,0.352,92.578,2.794,47.996,0.888
EV-00114,114,3,5,-1.0,13.6,2,17.42,1.78,60.2,45.5,3,165.2,0.0,0.333,1.0,Breakdown,High,Seasoning Train,1,Frito-Lay-East,PA,2,53.988,93.506,74.426,14.497,1.414,58.669,60.461,0.407,96.307,3.457,122.25,0.7566
EV-00114,114,3,5,-1.0,13.6,2,17.42,1.78,60.2,45.5,3,165.2,0.0,0.0,0.5,Breakdown,High,Seasoning Train,1,Frito-Lay-East,PA,3,31.626,120.463,54.411,14.141,1.726,67.044,64.615,1.17,98.831,3.566,99.047,0.7826
EV-00114,114,3,5,-1.0,13.6,2,17.42,1.78,60.2,45.5,3,165.2,0.0,0.667,1.0,Breakdown,High,Seasoning Train,1,Frito-Lay-East,PA,5,53.329,74.13,119.729,15.678,1.602,56.775,51.147,0.97,88.697,3.834,140.093,0.7366
EV-00114,114,3,5,-1.0,13.6,2,17.42,1.78,60.2,45.5,3,165.2,0.0,0.0,0.5,Breakdown,High,Seasoning Train,1,Frito-Lay-East,PA,7,78.584,91.296,266.188,6.968,0.712,69.223,76.775,0.16,98.822,3.332,314.303,0.7622
EV-00115,115,2,6,-1.0,26.6,4,0.87,2.53,35.8,78.8,4,262.6,0.0,0.0,0.5,Breakdown,Low,Conveyor,1,Killingly,CT,2,51.571,68.696,60.293,0.466,1.42,73.741,63.568,0.282,97.105,3.51,126.539,0.8216
EV-00115,115,2,6,-1.0,26.6,4,0.87,2.53,35.8,78.8,4,262.6,0.0,0.0,0.5,Breakdown,Low,Conveyor,1,Killingly,CT,3,30.021,95.237,73.563,0.809,2.445,63.354,65.072,0.9,99.106,3.912,72.159,0.8165
EV-00115,115,2,6,-1.0,26.6,4,0.87,2.53,35.8,78.8,4,262.6,0.0,1.0,1.0,Breakdown,Low,Conveyor,1,Killingly,CT,5,66.209,106.437,103.346,0.783,2.277,66.07,51.819,1.252,91.268,3.412,76.677,0.7557
EV-00115,115,2,6,-1.0,26.6,4,0.87,2.53,35.8,78.8,4,262.6,0.0,0.0,0.5,Breakdown,Low,Conveyor,1,Killingly,CT,7,76.706,103.947,134.529,0.348,1.012,82.517,79.699,0.424,96.666,2.716,358.855,0.7969
EV-00116,116,4,4,1066.4,87.9,0,1.22,0.04,12.8,78.5,3,175.7,1.0,1.0,1.0,Working,High,Case Packer,0,Modesto,CA,0,0.0,0.0,49.231,1.271,0.037,98.262,80.216,0.377,94.471,5.0,30.183,0.9581
EV-00116,116,4,4,1066.4,87.9,0,1.22,0.04,12.8,78.5,3,175.7,0.0,0.0,0.5,Working,High,Case Packer,0,Modesto,CA,1,59.917,61.184,39.273,1.128,0.032,74.604,83.242,0.986,97.344,3.515,119.453,0.8455
EV-00116,116,4,4,1066.4,87.9,0,1.22,0.04,12.8,78.5,3,175.7,0.0,0.0,0.5,Working,High,Case Packer,0,Modesto,CA,2,60.932,98.31,62.694,1.06,0.025,73.484,68.992,0.548,95.441,3.725,10.472,0.8172
EV-00116,116,4,4,1066.4,87.9,0,1.22,0.04,12.8,78.5,3,175.7,0.0,0.0,0.5,Working,High,Case Packer,0,Modesto,CA,4,13.489,0.0,48.026,1.2,0.035,84.779,74.642,0.41,95.871,3.551,51.722,0.9063
EV-00116,116,4,4,1066.4,87.9,0,1.22,0.04,12.8,78.5,3,175.7,0.0,0.0,0.5,Working,High,Case Packer,0,Modesto,CA,6,6.856,7.561,11.91,1.055,0.035,55.834,76.892,0.449,94.693,2.798,32.925,0.8686
EV-00117,117,3,5,35.4,41.3,2,6.87,3.6,31.2,49.8,4,60.3,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Killingly,CT,1,61.383,62.006,107.65,6.547,2.674,73.99,75.616,0.257,95.591,4.031,98.751,0.8152
EV-00117,117,3,5,35.4,41.3,2,6.87,3.6,31.2,49.8,4,60.3,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Killingly,CT,2,63.455,85.777,85.363,3.834,2.257,77.171,60.938,0.731,96.753,4.593,3.314,0.81
EV-00117,117,3,5,35.4,41.3,2,6.87,3.6,31.2,49.8,4,60.3,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Killingly,CT,3,12.92,64.867,39.527,5.512,3.465,74.454,65.017,0.406,92.493,3.876,92.221,0.8414
EV-00117,117,3,5,35.4,41.3,2,6.87,3.6,31.2,49.8,4,60.3,0.0,0.6,1.0,Failure Predicted,Medium,Seasoning Train,0,Killingly,CT,4,16.637,35.172,152.108,6.453,3.767,77.9,65.118,0.637,93.189,2.889,36.783,0.8247
EV-00117,117,3,5,35.4,41.3,2,6.87,3.6,31.2,49.8,4,60.3,0.0,0.4,1.0,Failure Predicted,Medium,Seasoning Train,0,Killingly,CT,5,20.96,24.619,77.629,3.435,1.08,78.76,76.988,0.585,97.873,3.913,66.438,0.8807
EV-00117,117,3,5,35.4,41.3,2,6.87,3.6,31.2,49.8,4,60.3,0.0,0.0,0.5,Failure Predicted,Medium,Seasoning Train,0,Killingly,CT,7,75.522,119.457,178.33,2.748,1.44,60.708,78.562,0.075,94.699,1.956,528.067,0.7374
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,0.0,0.333,1.0,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,1,50.22,41.001,150.436,1.805,6.228,79.389,77.103,0.69,95.413,4.249,25.341,0.834
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,0.0,0.0,0.5,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,2,51.108,93.56,69.84,1.859,5.769,72.331,66.715,0.0,93.455,3.221,135.023,0.7918
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,0.0,0.0,0.5,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,3,17.07,84.087,47.877,1.933,6.661,67.898,66.83,0.693,95.211,3.365,50.223,0.8165
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,0.0,0.0,0.5,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,4,17.538,43.291,198.162,2.119,7.586,66.848,73.115,0.378,95.799,2.525,0.386,0.8066
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,1.0,0.667,1.0,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,5,23.546,35.756,44.19,1.115,2.454,83.33,83.3,0.1,96.69,3.291,3.054,0.8882
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,0.0,0.0,0.5,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,6,12.145,22.054,152.03,1.744,6.062,63.23,71.191,0.036,99.641,4.262,16.511,0.8483
EV-00118,118,1,7,176.1,48.6,3,2.23,8.18,38.6,41.2,3,188.6,0.0,0.0,0.5,Failure Predicted,Medium,Bag Maker,0,Dallas,TX,7,88.808,124.908,169.434,0.892,3.272,65.091,55.255,0.0,98.454,2.876,519.597,0.7172
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.0,0.5,Failure Predicted,High,Conveyor,0,Vancouver,WA,1,41.457,68.983,0.0,2.817,2.795,74.756,67.204,0.738,100.0,3.906,50.396,0.8401
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.0,0.5,Failure Predicted,High,Conveyor,0,Vancouver,WA,2,41.269,76.65,104.238,2.139,2.744,74.22,67.885,0.643,92.389,3.59,73.098,0.8161
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.0,0.5,Failure Predicted,High,Conveyor,0,Vancouver,WA,3,17.676,54.728,57.265,2.734,3.233,61.095,67.658,0.0,91.131,3.689,23.667,0.8316
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.0,0.5,Failure Predicted,High,Conveyor,0,Vancouver,WA,4,10.743,34.417,7.247,3.02,3.806,79.502,71.085,1.408,91.897,3.211,45.499,0.8624
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.75,1.0,Failure Predicted,High,Conveyor,0,Vancouver,WA,5,43.806,43.806,28.594,1.595,1.116,97.938,78.371,0.025,91.751,2.753,0.0,0.8786
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.25,1.0,Failure Predicted,High,Conveyor,0,Vancouver,WA,6,11.918,6.42,12.12,2.344,2.811,65.212,61.554,0.42,98.97,3.706,41.263,0.8618
EV-00119,119,7,1,241.2,33.0,2,3.19,3.72,34.8,28.1,2,78.6,0.0,0.0,0.5,Failure Predicted,High,Conveyor,0,Vancouver,WA,7,98.69,60.0,124.535,1.276,1.488,52.945,63.187,0.027,97.877,2.422,344.077,0.7343
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,1,55.008,68.359,0.0,0.773,5.093,75.632,69.678,1.177,96.336,3.666,139.132,0.8202
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,2,39.024,41.22,82.748,0.5,4.473,76.484,74.332,0.655,93.705,2.62,133.17,0.8278
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,3,33.28,70.988,29.37,0.753,5.457,79.697,67.818,1.143,100.0,3.977,36.117,0.8435
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,0.0,0.2,1.0,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,4,14.36,26.386,54.184,0.912,6.185,78.717,68.759,0.8,92.021,3.67,48.742,0.8578
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,1.0,0.8,1.0,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,5,39.749,45.05,62.162,0.47,1.905,97.464,75.91,0.0,94.969,4.474,55.117,0.8958
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,6,6.461,14.703,66.773,0.805,5.853,50.414,66.917,0.342,95.412,4.09,2.978,0.8398
EV-00120,120,3,5,114.7,64.0,2,0.94,6.35,10.6,62.9,4,70.7,0.0,0.0,0.5,Failure Predicted,High,Case Line,0,Frito-Lay-East,PA,7,120.413,120.413,148.049,0.376,2.54,62.027,63.951,0.0,99.794,3.946,337.686,0.7269
EV-00121,121,3,5,993.4,75.5,0,0.73,0.12,7.1,78.3,3,139.0,1.0,1.0,1.0,Working,Medium,Weigher,0,Modesto,CA,0,0.0,30.046,32.509,0.681,0.135,92.907,77.406,0.177,95.896,4.307,58.48,0.9334
EV-00121,121,3,5,993.4,75.5,0,0.73,0.12,7.1,78.3,3,139.0,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,1,38.297,55.165,9.642,0.674,0.118,78.934,78.396,0.406,90.604,4.048,69.796,0.8733
EV-00121,121,3,5,993.4,75.5,0,0.73,0.12,7.1,78.3,3,139.0,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,2,58.1,63.899,16.018,0.523,0.078,70.201,67.213,0.787,97.661,3.431,84.857,0.826
EV-00121,121,3,5,993.4,75.5,0,0.73,0.12,7.1,78.3,3,139.0,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,4,11.423,35.187,18.071,0.739,0.103,77.333,76.578,1.087,93.153,3.096,3.641,0.8832
EV-00121,121,3,5,993.4,75.5,0,0.73,0.12,7.1,78.3,3,139.0,0.0,0.0,0.5,Working,Medium,Weigher,0,Modesto,CA,6,6.258,25.107,55.673,0.53,0.112,69.553,70.946,0.486,95.512,3.463,8.48,0.8786
EV-00122,122,5,3,99.0,40.0,2,1.64,6.42,24.2,67.4,3,96.5,0.0,0.286,1.0,Failure Predicted,Medium,Bag Maker,0,Frito-Lay-West,AZ,1,47.317,62.792,14.359,1.495,4.665,69.704,68.3,0.192,96.782,3.576,96.263,0.8219
